Date;Taux de ponctualité;Nombre de voyageurs à l'heure pour un voyageur en retard
01/12/2024;90.9346153846154;11.953000000000001
01/01/2025;89.96000000000001;11.03123076923077
01/02/2025;90.77846153846154;14.281846153846153
01/03/2025;92.22538461538463;14.944769230769229
01/04/2025;91.26230769230769;12.272384615384615
01/05/2025;91.99692307692308;14.109846153846153
01/06/2025;89.04230769230769;9.653461538461539
01/07/2025;91.66153846153846;12.662384615384614
01/08/2025;94.66846153846154;23.12369230769231
01/09/2025;91.31615384615384;13.05476923076923
01/10/2025;90.04153846153847;10.42976923076923
01/11/2025;89.68846153846154;10.22976923076923
01/12/2025;92.40461538461538;14.679615384615385
