Date;Service;Ligne;Nom de la ligne;Taux de ponctualité;Nombre de voyageurs à l'heure pour un voyageur en retard
2023-02;RER;D;RER D;85,05;5,689
2023-02;RER;E;RER E;93,25;13,816
2023-02;Transilien;H;Paris Nord Ouest;95,88;23,278
2023-02;Transilien;J;Paris Saint-Lazare Nord;93,92;15,451
2023-02;Transilien;K;Paris Nord Crépy;97,78;43,978
2023-02;Transilien;L;Paris Saint-Lazare Sud;96,48;27,385
2023-02;Transilien;N;Paris Montparnasse;96,72;29,448
2023-02;Transilien;P;Paris Est;93,45;14,271
2023-02;Transilien;R;Paris Sud Est;89,18;8,241
2023-02;Transilien;U;La Verrière - La Défense;97,41;37,536
2023-03;RER;A;RER A;90,37;9,386
2023-03;RER;B;RER B;87,41;6,943
2023-03;RER;C;RER C;91,82;11,231
2023-03;RER;D;RER D;90,85;9,923
2023-03;RER;E;RER E;91,13;10,274
2023-03;Transilien;H;Paris Nord Ouest;94,41;16,874
2023-03;Transilien;J;Paris Saint-Lazare Nord;95,83;22,993
2023-03;Transilien;K;Paris Nord Crépy;95,86;23,164
2023-03;Transilien;L;Paris Saint-Lazare Sud;97,36;36,891
2023-03;Transilien;N;Paris Montparnasse;94,34;16,666
2023-03;Transilien;P;Paris Est;88,54;7,723
2023-03;Transilien;R;Paris Sud Est;89,95;8,954
2023-03;Transilien;U;La Verrière - La Défense;95,99;23,917
2023-04;RER;A;RER A;89,79;8,79
2023-04;RER;B;RER B;81,77;4,487
2023-04;RER;C;RER C;89,34;8,378
2023-04;RER;D;RER D;88,59;7,766
2023-04;RER;E;RER E;96,49;27,459
2023-04;Transilien;H;Paris Nord Ouest;96,68;29,157
2023-04;Transilien;J;Paris Saint-Lazare Nord;93,89;15,356
2023-04;Transilien;K;Paris Nord Crépy;92,80;12,881
2023-04;Transilien;L;Paris Saint-Lazare Sud;96,28;25,912
2023-04;Transilien;N;Paris Montparnasse;96,96;31,918
2023-04;Transilien;P;Paris Est;93,25;13,804
2023-04;Transilien;R;Paris Sud Est;87,99;7,328
2023-04;Transilien;U;La Verrière - La Défense;95,00;18,996
2023-05;RER;A;RER A;87,78;7,183
2023-05;RER;B;RER B;80,19;4,048
2023-05;RER;C;RER C;87,51;7,003
2023-05;RER;D;RER D;86,89;6,628
2023-05;RER;E;RER E;94,95;18,814
2023-05;Transilien;H;Paris Nord Ouest;92,93;13,148
2023-05;Transilien;J;Paris Saint-Lazare Nord;90,37;9,387
2023-05;Transilien;K;Paris Nord Crépy;91,86;11,283
2023-05;Transilien;L;Paris Saint-Lazare Sud;91,84;11,257
2023-05;Transilien;N;Paris Montparnasse;95,60;21,701
2023-05;Transilien;P;Paris Est;94,16;16,111
2023-05;Transilien;R;Paris Sud Est;90,40;9,419
2023-05;Transilien;U;La Verrière - La Défense;95,63;21,882
2023-06;RER;A;RER A;86,61;6,468
2023-06;RER;B;RER B;83,08;4,911
2023-06;RER;C;RER C;82,37;4,673
2023-06;RER;D;RER D;81,61;4,438
2023-06;RER;E;RER E;92,32;12,023
2023-06;Transilien;H;Paris Nord Ouest;90,98;10,091
2023-06;Transilien;J;Paris Saint-Lazare Nord;91,71;11,065
2023-06;Transilien;K;Paris Nord Crépy;94,10;15,942
2023-06;Transilien;L;Paris Saint-Lazare Sud;91,41;10,636
2023-06;Transilien;N;Paris Montparnasse;95,28;20,189
2023-06;Transilien;P;Paris Est;90,30;9,308
2023-06;Transilien;R;Paris Sud Est;87,49;6,992
2023-06;Transilien;U;La Verrière - La Défense;95,39;20,679
2023-07;RER;A;RER A;87,75;7,162
2023-07;RER;B;RER B;85,52;5,904
2023-07;RER;C;RER C;82,10;4,588
2023-07;RER;D;RER D;89,73;8,739
2023-07;RER;E;RER E;93,04;13,363
2023-07;Transilien;H;Paris Nord Ouest;95,39;20,712
2023-07;Transilien;J;Paris Saint-Lazare Nord;94,31;16,585
2023-07;Transilien;K;Paris Nord Crépy;91,52;10,795
2023-07;Transilien;L;Paris Saint-Lazare Sud;96,25;25,673
2023-07;Transilien;N;Paris Montparnasse;96,01;24,069
2023-07;Transilien;P;Paris Est;90,24;9,244
2023-07;Transilien;R;Paris Sud Est;91,03;10,148
2023-07;Transilien;U;La Verrière - La Défense;98,00;48,912
2023-08;RER;A;RER A;92,14;11,717
2023-08;RER;B;RER B;89,29;8,339
2023-08;RER;C;RER C;92,33;12,041
2023-08;RER;D;RER D;89,67;8,676
2023-08;RER;E;RER E;94,69;17,836
2023-08;Transilien;H;Paris Nord Ouest;96,95;31,805
2023-08;Transilien;J;Paris Saint-Lazare Nord;95,59;21,68
2023-08;Transilien;K;Paris Nord Crépy;97,34;36,579
2023-08;Transilien;L;Paris Saint-Lazare Sud;95,37;20,611
2023-08;Transilien;N;Paris Montparnasse;96,64;28,794
2023-08;Transilien;P;Paris Est;87,33;6,895
2023-08;Transilien;R;Paris Sud Est;93,70;14,876
2023-08;Transilien;U;La Verrière - La Défense;97,53;39,478
2023-09;RER;A;RER A;86,45;6,38
2023-09;RER;B;RER B;82,23;4,627
2023-09;RER;C;RER C;84,81;5,582
2023-09;RER;D;RER D;88,12;7,42
2023-09;RER;E;RER E;95,08;19,304
2023-09;Transilien;H;Paris Nord Ouest;95,71;22,296
2023-09;Transilien;J;Paris Saint-Lazare Nord;92,61;12,524
2023-09;Transilien;K;Paris Nord Crépy;95,72;22,364
2023-09;Transilien;L;Paris Saint-Lazare Sud;94,69;17,841
2023-09;Transilien;N;Paris Montparnasse;96,25;25,634
2023-09;Transilien;P;Paris Est;91,26;10,438
2023-09;Transilien;R;Paris Sud Est;90,57;9,606
2023-09;Transilien;U;La Verrière - La Défense;96,05;24,315
2023-10;RER;A;RER A;84,20;5,33
2023-10;RER;B;RER B;83,37;5,013
2023-10;RER;C;RER C;88,00;7,334
2023-10;RER;D;RER D;85,15;5,732
2023-10;RER;E;RER E;93,64;14,732
2023-10;Transilien;H;Paris Nord Ouest;95,90;23,417
2023-10;Transilien;J;Paris Saint-Lazare Nord;94,03;15,737
2023-10;Transilien;K;Paris Nord Crépy;98,00;48,877
2023-10;Transilien;L;Paris Saint-Lazare Sud;94,58;17,438
2023-10;Transilien;N;Paris Montparnasse;91,16;10,316
2023-10;Transilien;P;Paris Est;85,00;5,669
2023-10;Transilien;R;Paris Sud Est;84,99;5,663
2023-10;Transilien;U;La Verrière - La Défense;95,39;20,697
2023-11;RER;A;RER A;75,59;3,096
2023-11;RER;B;RER B;77,21;3,387
2023-11;RER;C;RER C;82,08;4,581
2023-11;RER;D;RER D;81,74;4,475
2023-11;RER;E;RER E;90,45;9,474
2023-11;Transilien;H;Paris Nord Ouest;90,79;9,856
2023-11;Transilien;J;Paris Saint-Lazare Nord;83,20;4,95
2023-11;Transilien;K;Paris Nord Crépy;88,25;7,507
2023-11;Transilien;L;Paris Saint-Lazare Sud;86,68;6,509
2023-11;Transilien;N;Paris Montparnasse;82,58;4,74
2023-11;Transilien;P;Paris Est;76,77;3,304
2023-11;Transilien;R;Paris Sud Est;88,88;7,99
2023-11;Transilien;U;La Verrière - La Défense;87,07;6,732
2023-12;RER;A;RER A;86,26;6,279
2023-12;RER;B;RER B;80,65;4,167
2023-12;RER;C;RER C;81,41;4,38
2023-12;RER;D;RER D;81,65;4,449
2023-12;RER;E;RER E;94,25;16,386
2023-12;Transilien;H;Paris Nord Ouest;95,47;21,074
2023-12;Transilien;J;Paris Saint-Lazare Nord;92,09;11,647
2023-12;Transilien;K;Paris Nord Crépy;96,31;26,105
2023-12;Transilien;L;Paris Saint-Lazare Sud;93,73;14,937
2023-12;Transilien;N;Paris Montparnasse;90,43;9,446
2023-12;Transilien;P;Paris Est;89,54;8,559
2023-12;Transilien;R;Paris Sud Est;91,74;11,106
2023-12;Transilien;U;La Verrière - La Défense;92,20;11,813
2024-01;RER;A;RER A;81,70;4,464
2024-01;RER;B;RER B;84,38;5,404
2024-01;RER;C;RER C;80,93;4,243
2024-01;RER;D;RER D;83,04;4,895
2024-01;RER;E;RER E;94,14;16,068
2024-01;Transilien;H;Paris Nord Ouest;92,99;13,262
2024-01;Transilien;J;Paris Saint-Lazare Nord;90,57;9,603
2024-01;Transilien;K;Paris Nord Crépy;95,82;22,938
2024-01;Transilien;L;Paris Saint-Lazare Sud;90,71;9,766
2024-01;Transilien;N;Paris Montparnasse;92,00;11,494
2024-01;Transilien;P;Paris Est;87,00;6,693
2024-01;Transilien;R;Paris Sud Est;88,58;7,756
2024-01;Transilien;U;La Verrière - La Défense;91,20;10,369
2024-02;RER;A;RER A;89,43;8,457
2024-02;RER;B;RER B;84,13;5,301
2024-02;RER;C;RER C;84,36;5,392
2024-02;RER;D;RER D;88,05;7,365
2024-02;RER;E;RER E;90,89;9,973
2024-02;Transilien;H;Paris Nord Ouest;94,31;16,584
2024-02;Transilien;J;Paris Saint-Lazare Nord;94,15;16,096
2024-02;Transilien;K;Paris Nord Crépy;96,12;24,769
2024-02;Transilien;L;Paris Saint-Lazare Sud;94,87;18,502
2024-02;Transilien;N;Paris Montparnasse;95,36;20,548
2024-02;Transilien;P;Paris Est;89,46;8,484
2024-02;Transilien;R;Paris Sud Est;90,73;9,791
2024-02;Transilien;U;La Verrière - La Défense;96,84;30,652
2024-03;RER;A;RER A;88,40;7,623
2024-03;RER;B;RER B;85,36;5,829
2024-03;RER;C;RER C;86,24;6,265
2024-03;RER;D;RER D;81,88;4,519
2024-03;RER;E;RER E;94,62;17,587
2024-03;Transilien;H;Paris Nord Ouest;95,82;22,908
2024-03;Transilien;J;Paris Saint-Lazare Nord;93,80;15,14
2024-03;Transilien;K;Paris Nord Crépy;97,57;40,212
2024-03;Transilien;L;Paris Saint-Lazare Sud;93,77;15,054
2024-03;Transilien;N;Paris Montparnasse;95,10;19,418
2024-03;Transilien;P;Paris Est;93,95;15,536
2024-03;Transilien;R;Paris Sud Est;88,85;7,972
2024-03;Transilien;U;La Verrière - La Défense;93,14;13,579
2024-04;RER;A;RER A;86,03;6,156
2024-04;RER;B;RER B;87,84;7,224
2024-04;RER;C;RER C;90,11;9,115
2024-04;RER;D;RER D;87,23;6,829
2024-04;RER;E;RER E;92,01;11,516
2024-04;Transilien;H;Paris Nord Ouest;95,61;21,765
2024-04;Transilien;J;Paris Saint-Lazare Nord;94,09;15,924
2024-04;Transilien;K;Paris Nord Crépy;94,90;18,61
2024-04;Transilien;L;Paris Saint-Lazare Sud;95,44;20,905
2024-04;Transilien;N;Paris Montparnasse;95,18;19,738
2024-04;Transilien;P;Paris Est;93,51;14,401
2024-04;Transilien;R;Paris Sud Est;91,10;10,234
2024-04;Transilien;U;La Verrière - La Défense;95,58;21,608
2024-05;RER;A;RER A;86,71;6,523
2024-05;RER;B;RER B;87,50;7,003
2024-05;RER;C;RER C;85,56;5,925
2024-05;RER;D;RER D;89,50;8,523
2024-05;RER;E;RER E;93,19;13,689
2024-05;Transilien;H;Paris Nord Ouest;95,70;22,23
2024-05;Transilien;J;Paris Saint-Lazare Nord;92,63;12,567
2024-05;Transilien;K;Paris Nord Crépy;97,44;38,085
2024-05;Transilien;L;Paris Saint-Lazare Sud;93,51;14,415
2024-05;Transilien;N;Paris Montparnasse;96,80;30,211
2024-05;Transilien;P;Paris Est;91,40;10,632
2024-05;Transilien;R;Paris Sud Est;91,48;10,731
2024-05;Transilien;U;La Verrière - La Défense;95,89;23,33
2024-06;RER;A;RER A;89,94;8,94
2024-06;RER;B;RER B;83,40;5,022
2024-06;RER;C;RER C;88,06;7,372
2024-06;RER;D;RER D;86,12;6,202
2024-06;RER;E;RER E;90,68;9,725
2024-06;Transilien;H;Paris Nord Ouest;97,06;33,042
2024-06;Transilien;J;Paris Saint-Lazare Nord;92,79;12,877
2024-06;Transilien;K;Paris Nord Crépy;97,24;35,186
2024-06;Transilien;L;Paris Saint-Lazare Sud;92,94;13,169
2024-06;Transilien;N;Paris Montparnasse;96,56;28,045
2024-06;Transilien;P;Paris Est;91,70;11,052
2024-06;Transilien;R;Paris Sud Est;89,40;8,431
2024-06;Transilien;U;La Verrière - La Défense;94,66;17,737
2024-07;RER;A;RER A;89,36;8,402
2024-07;RER;B;RER B;89,40;8,435
2024-07;RER;C;RER C;91,94;11,399
2024-07;RER;D;RER D;91,77;11,155
2024-07;RER;E;RER E;94,90;18,598
2024-07;Transilien;H;Paris Nord Ouest;96,82;30,422
2024-07;Transilien;J;Paris Saint-Lazare Nord;94,40;16,84
2024-07;Transilien;K;Paris Nord Crépy;97,36;36,856
2024-07;Transilien;L;Paris Saint-Lazare Sud;95,53;21,367
2024-07;Transilien;N;Paris Montparnasse;95,51;21,249
2024-07;Transilien;P;Paris Est;94,09;15,931
2024-07;Transilien;R;Paris Sud Est;90,33;9,341
2024-07;Transilien;U;La Verrière - La Défense;95,89;23,321
2024-08;RER;A;RER A;91,35;10,565
2024-08;RER;B;RER B;92,36;12,09
2024-08;RER;C;RER C;95,79;22,749
2024-08;RER;D;RER D;93,37;14,088
2024-08;RER;E;RER E;96,46;27,277
2024-08;Transilien;H;Paris Nord Ouest;98,00;49,1
2024-08;Transilien;J;Paris Saint-Lazare Nord;95,91;23,473
2024-08;Transilien;K;Paris Nord Crépy;96,76;29,876
2024-08;Transilien;L;Paris Saint-Lazare Sud;98,36;60,069
2024-08;Transilien;N;Paris Montparnasse;96,47;27,344
2024-08;Transilien;P;Paris Est;96,15;25,001
2024-08;Transilien;R;Paris Sud Est;95,91;23,426
2024-08;Transilien;U;La Verrière - La Défense;98,42;62,327
2024-09;RER;A;RER A;90,94;10,031
2024-09;RER;B;RER B;86,85;6,605
2024-09;RER;C;RER C;91,01;10,123
2024-09;RER;D;RER D;89,61;8,62
2024-09;RER;E;RER E;92,38;12,128
2024-09;Transilien;H;Paris Nord Ouest;97,48;38,66
2024-09;Transilien;J;Paris Saint-Lazare Nord;95,78;22,713
2024-09;Transilien;K;Paris Nord Crépy;97,39;37,346
2024-09;Transilien;L;Paris Saint-Lazare Sud;96,94;31,72
2024-09;Transilien;N;Paris Montparnasse;96,48;27,418
2024-09;Transilien;P;Paris Est;92,96;13,201
2024-09;Transilien;R;Paris Sud Est;93,19;13,691
2024-09;Transilien;U;La Verrière - La Défense;96,29;25,97
2024-10;RER;A;RER A;85,93;6,106
2024-10;RER;B;RER B;84,17;5,317
2024-10;RER;C;RER C;86,24;6,265
2024-10;RER;D;RER D;85,19;5,753
2024-10;RER;E;RER E;90,85;9,931
2024-10;Transilien;H;Paris Nord Ouest;93,77;15,04
2024-10;Transilien;J;Paris Saint-Lazare Nord;92,74;12,779
2024-10;Transilien;K;Paris Nord Crépy;94,55;17,336
2024-10;Transilien;L;Paris Saint-Lazare Sud;95,10;19,4
2024-10;Transilien;N;Paris Montparnasse;93,97;15,593
2024-10;Transilien;P;Paris Est;90,35;9,36
2024-10;Transilien;R;Paris Sud Est;94,40;16,865
2024-10;Transilien;U;La Verrière - La Défense;94,36;16,73
2024-11;RER;A;RER A;86,00;6,142
2024-11;RER;B;RER B;84,30;5,368
2024-11;RER;C;RER C;84,46;5,436
2024-11;RER;D;RER D;84,88;5,616
2024-11;RER;E;RER E;93,53;14,454
2024-11;Transilien;H;Paris Nord Ouest;94,17;16,163
2024-11;Transilien;J;Paris Saint-Lazare Nord;93,48;14,336
2024-11;Transilien;K;Paris Nord Crépy;94,12;16,003
2024-11;Transilien;L;Paris Saint-Lazare Sud;94,98;18,936
2024-11;Transilien;N;Paris Montparnasse;91,60;10,908
2024-11;Transilien;P;Paris Est;89,06;8,144
2024-11;Transilien;R;Paris Sud Est;90,81;9,878
2024-11;Transilien;U;La Verrière - La Défense;93,28;13,882
2024-12;RER;A;RER A;87,57;7,042
2024-12;RER;B;RER B;80,45;4,114
2024-12;RER;C;RER C;87,25;6,843
2024-12;RER;D;RER D;89,10;8,177
2024-12;RER;E;RER E;89,69;8,7
2024-12;Transilien;H;Paris Nord Ouest;94,09;15,92
2024-12;Transilien;J;Paris Saint-Lazare Nord;95,06;19,226
2024-12;Transilien;K;Paris Nord Crépy;92,41;12,177
2024-12;Transilien;L;Paris Saint-Lazare Sud;94,69;17,833
2024-12;Transilien;N;Paris Montparnasse;94,70;17,87
2024-12;Transilien;P;Paris Est;90,89;9,974
2024-12;Transilien;R;Paris Sud Est;92,31;12,003
2024-12;Transilien;U;La Verrière - La Défense;93,94;15,51
2025-01;RER;A;RER A;88,64;7,802
2025-01;RER;B;RER B;84,10;5,29
2025-01;RER;C;RER C;82,44;4,695
2025-01;RER;D;RER D;87,28;6,861
2025-01;RER;E;RER E;87,86;7,239
2025-01;Transilien;H;Paris Nord Ouest;94,71;17,887
2025-01;Transilien;J;Paris Saint-Lazare Nord;92,44;12,226
2025-01;Transilien;K;Paris Nord Crépy;95,98;23,899
2025-01;Transilien;L;Paris Saint-Lazare Sud;94,84;18,365
2025-01;Transilien;N;Paris Montparnasse;92,67;12,64
2025-01;Transilien;P;Paris Est;91,96;11,433
2025-01;Transilien;R;Paris Sud Est;88,51;7,703
2025-01;Transilien;U;La Verrière - La Défense;88,05;7,366
2025-02;RER;A;RER A;92,06;11,592
2025-02;RER;B;RER B;88,67;7,825
2025-02;RER;C;RER C;84,88;5,616
2025-02;RER;D;RER D;84,88;5,612
2025-02;RER;E;RER E;85,53;5,909
2025-02;Transilien;H;Paris Nord Ouest;95,76;22,594
2025-02;Transilien;J;Paris Saint-Lazare Nord;94,65;17,68
2025-02;Transilien;K;Paris Nord Crépy;98,06;50,416
2025-02;Transilien;L;Paris Saint-Lazare Sud;94,22;16,287
2025-02;Transilien;N;Paris Montparnasse;94,36;16,719
2025-02;Transilien;P;Paris Est;87,45;6,969
2025-02;Transilien;R;Paris Sud Est;87,73;7,152
2025-02;Transilien;U;La Verrière - La Défense;91,87;11,293
2025-03;RER;A;RER A;89,08;8,156
2025-03;RER;B;RER B;86,79;6,567
2025-03;RER;C;RER C;88,38;7,608
2025-03;RER;D;RER D;87,67;7,112
2025-03;RER;E;RER E;91,25;10,431
2025-03;Transilien;H;Paris Nord Ouest;96,34;26,341
2025-03;Transilien;J;Paris Saint-Lazare Nord;93,84;15,228
2025-03;Transilien;K;Paris Nord Crépy;96,72;29,451
2025-03;Transilien;L;Paris Saint-Lazare Sud;95,42;20,813
2025-03;Transilien;N;Paris Montparnasse;95,59;21,654
2025-03;Transilien;P;Paris Est;92,11;11,667
2025-03;Transilien;R;Paris Sud Est;90,58;9,615
2025-03;Transilien;U;La Verrière - La Défense;95,16;19,639
2025-04;RER;A;RER A;89,55;8,573
2025-04;RER;B;RER B;87,77;7,179
2025-04;RER;C;RER C;89,99;8,99
2025-04;RER;D;RER D;83,66;5,119
2025-04;RER;E;RER E;90,57;9,609
2025-04;Transilien;H;Paris Nord Ouest;92,74;12,77
2025-04;Transilien;J;Paris Saint-Lazare Nord;93,48;14,336
2025-04;Transilien;K;Paris Nord Crépy;95,56;21,52
2025-04;Transilien;L;Paris Saint-Lazare Sud;94,82;18,296
2025-04;Transilien;N;Paris Montparnasse;93,81;15,164
2025-04;Transilien;P;Paris Est;93,25;13,82
2025-04;Transilien;R;Paris Sud Est;86,55;6,434
2025-04;Transilien;U;La Verrière - La Défense;94,66;17,731
2025-05;RER;A;RER A;89,25;8,299
2025-05;RER;B;RER B;87,42;6,949
2025-05;RER;C;RER C;92,47;12,273
2025-05;RER;D;RER D;84,47;5,44
2025-05;RER;E;RER E;89,88;8,884
2025-05;Transilien;H;Paris Nord Ouest;95,91;23,475
2025-05;Transilien;J;Paris Saint-Lazare Nord;94,08;15,897
2025-05;Transilien;K;Paris Nord Crépy;95,33;20,402
2025-05;Transilien;L;Paris Saint-Lazare Sud;95,11;19,441
2025-05;Transilien;N;Paris Montparnasse;96,27;25,782
2025-05;Transilien;P;Paris Est;88,92;8,022
2025-05;Transilien;R;Paris Sud Est;92,95;13,18
2025-05;Transilien;U;La Verrière - La Défense;93,90;15,384
2025-06;RER;A;RER A;80,94;4,245
2025-06;RER;B;RER B;86,19;6,239
2025-06;RER;C;RER C;86,07;6,177
2025-06;RER;D;RER D;85,16;5,738
2025-06;RER;E;RER E;88,11;7,412
2025-06;Transilien;H;Paris Nord Ouest;92,79;12,866
2025-06;Transilien;J;Paris Saint-Lazare Nord;92,59;12,496
2025-06;Transilien;K;Paris Nord Crépy;91,69;11,037
2025-06;Transilien;L;Paris Saint-Lazare Sud;92,65;12,605
2025-06;Transilien;N;Paris Montparnasse;95,79;22,759
2025-06;Transilien;P;Paris Est;87,50;6,998
2025-06;Transilien;R;Paris Sud Est;86,95;6,661
2025-06;Transilien;U;La Verrière - La Défense;91,12;10,262
2025-07;RER;A;RER A;89,37;8,411
2025-07;RER;B;RER B;88,64;7,8
2025-07;RER;C;RER C;88,32;7,562
2025-07;RER;D;RER D;85,98;6,133
2025-07;RER;E;RER E;92,72;12,738
2025-07;Transilien;H;Paris Nord Ouest;95,04;19,177
2025-07;Transilien;J;Paris Saint-Lazare Nord;91,90;11,341
2025-07;Transilien;K;Paris Nord Crépy;95,23;19,953
2025-07;Transilien;L;Paris Saint-Lazare Sud;92,32;12,021
2025-07;Transilien;N;Paris Montparnasse;95,36;20,568
2025-07;Transilien;P;Paris Est;92,29;11,962
2025-07;Transilien;R;Paris Sud Est;89,61;8,624
2025-07;Transilien;U;La Verrière - La Défense;94,82;18,321
2025-08;RER;A;RER A;94,75;18,062
2025-08;RER;B;RER B;93,68;14,828
2025-08;RER;C;RER C;94,79;18,208
2025-08;RER;D;RER D;90,13;9,135
2025-08;RER;E;RER E;94,78;18,139
2025-08;Transilien;H;Paris Nord Ouest;97,24;35,185
2025-08;Transilien;J;Paris Saint-Lazare Nord;94,82;18,307
2025-08;Transilien;K;Paris Nord Crépy;92,73;12,751
2025-08;Transilien;L;Paris Saint-Lazare Sud;95,49;21,193
2025-08;Transilien;N;Paris Montparnasse;97,68;42,043
2025-08;Transilien;P;Paris Est;94,38;16,785
2025-08;Transilien;R;Paris Sud Est;91,74;11,112
2025-08;Transilien;U;La Verrière - La Défense;98,48;64,86
2025-09;RER;A;RER A;92,10;11,665
2025-09;RER;B;RER B;85,76;6,021
2025-09;RER;C;RER C;90,41;9,432
2025-09;RER;D;RER D;86,16;6,223
2025-09;RER;E;RER E;91,72;11,075
2025-09;Transilien;H;Paris Nord Ouest;94,32;16,607
2025-09;Transilien;J;Paris Saint-Lazare Nord;95,44;20,935
2025-09;Transilien;K;Paris Nord Crépy;90,43;9,447
2025-09;Transilien;L;Paris Saint-Lazare Sud;94,03;15,747
2025-09;Transilien;N;Paris Montparnasse;97,06;32,973
2025-09;Transilien;P;Paris Est;93,01;13,311
2025-09;Transilien;R;Paris Sud Est;85,43;5,861
2025-09;Transilien;U;La Verrière - La Défense;91,24;10,415
2025-10;RER;A;RER A;88,73;7,875
2025-10;RER;B;RER B;84,15;5,307
2025-10;RER;C;RER C;89,03;8,116
2025-10;RER;D;RER D;83,14;4,93
2025-10;RER;E;RER E;88,41;7,626
2025-10;Transilien;H;Paris Nord Ouest;92,54;12,412
2025-10;Transilien;J;Paris Saint-Lazare Nord;95,50;21,236
2025-10;Transilien;K;Paris Nord Crépy;91,12;10,265
2025-10;Transilien;L;Paris Saint-Lazare Sud;94,34;16,652
2025-10;Transilien;N;Paris Montparnasse;92,69;12,673
2025-10;Transilien;P;Paris Est;90,72;9,775
2025-10;Transilien;R;Paris Sud Est;88,47;7,669
2025-10;Transilien;U;La Verrière - La Défense;91,70;11,051
2025-11;RER;A;RER A;86,43;6,369
2025-11;RER;B;RER B;81,13;4,298
2025-11;RER;C;RER C;87,00;6,694
2025-11;RER;D;RER D;82,96;4,867
2025-11;RER;E;RER E;91,13;10,273
2025-11;Transilien;H;Paris Nord Ouest;94,49;17,16
2025-11;Transilien;J;Paris Saint-Lazare Nord;91,35;10,561
2025-11;Transilien;K;Paris Nord Crépy;90,94;10,036
2025-11;Transilien;L;Paris Saint-Lazare Sud;91,92;11,369
2025-11;Transilien;N;Paris Montparnasse;95,39;20,695
2025-11;Transilien;P;Paris Est;91,60;10,908
2025-11;Transilien;R;Paris Sud Est;91,02;10,132
2025-11;Transilien;U;La Verrière - La Défense;90,59;9,625
2025-12;RER;A;RER A;87,19;6,809
2025-12;RER;B;RER B;88,58;7,753
2025-12;RER;C;RER C;90,57;9,604
2025-12;RER;D;RER D;87,93;7,284
2025-12;RER;E;RER E;92,56;12,442
2025-12;Transilien;H;Paris Nord Ouest;96,36;26,469
2025-12;Transilien;J;Paris Saint-Lazare Nord;93,72;14,919
2025-12;Transilien;K;Paris Nord Crépy;94,37;16,749
2025-12;Transilien;L;Paris Saint-Lazare Sud;95,10;19,412
2025-12;Transilien;N;Paris Montparnasse;96,40;26,757
2025-12;Transilien;P;Paris Est;94,15;16,086
2025-12;Transilien;R;Paris Sud Est;89,61;8,629
2025-12;Transilien;U;La Verrière - La Défense;94,72;17,922
