Date;Service;Ligne;Nom de la ligne;Taux de ponctualité;Nombre de voyageurs à l'heure pour un voyageur en retard
2016-03;Transilien;L;Paris Saint-Lazare Sud;89,90;8,9
2016-03;Transilien;N;Paris Montparnasse;93,20;13,7
2016-03;Transilien;P;Paris Est;89,20;8,3
2016-03;Transilien;R;Paris Sud Est;90,80;9,9
2016-03;Transilien;U;La Verrière - La Défense;93,50;14,4
2016-04;RER;A;RER A;72,60;2,6
2016-04;RER;B;RER B;90,10;9,1
2016-04;RER;C;RER C;90,60;9,6
2016-04;RER;D;RER D;89,20;8,3
2016-04;RER;E;RER E;93,70;14,9
2016-04;Transilien;H;Paris Nord Ouest;96,40;26,8
2016-04;Transilien;J;Paris Saint-Lazare Nord;91,00;10,1
2016-04;Transilien;K;Paris Nord Crépy;89,80;8,8
2016-04;Transilien;L;Paris Saint-Lazare Sud;89,40;8,4
2016-04;Transilien;N;Paris Montparnasse;94,30;16,5
2016-04;Transilien;P;Paris Est;89,40;8,4
2016-04;Transilien;R;Paris Sud Est;90,10;9,1
2016-04;Transilien;U;La Verrière - La Défense;95,80;22,8
2016-05;RER;A;RER A;75,30;3
2016-05;RER;B;RER B;86,00;6,1
2016-05;RER;C;RER C;88,60;7,8
2016-05;RER;D;RER D;85,70;6
2016-05;RER;E;RER E;91,00;10,1
2016-05;Transilien;H;Paris Nord Ouest;96,10;24,6
2016-05;Transilien;J;Paris Saint-Lazare Nord;87,70;7,1
2016-05;Transilien;K;Paris Nord Crépy;92,30;12
2016-05;Transilien;L;Paris Saint-Lazare Sud;87,30;6,9
2016-05;Transilien;N;Paris Montparnasse;89,90;8,9
2016-05;Transilien;P;Paris Est;88,00;7,3
2016-05;Transilien;R;Paris Sud Est;81,10;4,3
2016-05;Transilien;U;La Verrière - La Défense;93,50;14,4
2016-06;RER;A;RER A;70,70;2,4
2016-06;RER;B;RER B;88,10;7,4
2016-06;RER;C;RER C;88,10;7,4
2016-06;RER;D;RER D;83,00;4,9
2016-06;RER;E;RER E;93,00;13,3
2016-06;Transilien;H;Paris Nord Ouest;93,80;15,1
2016-06;Transilien;J;Paris Saint-Lazare Nord;90,50;9,5
2016-06;Transilien;K;Paris Nord Crépy;89,40;8,4
2016-06;Transilien;L;Paris Saint-Lazare Sud;88,30;7,5
2016-06;Transilien;N;Paris Montparnasse;80,30;4,1
2016-06;Transilien;P;Paris Est;90,10;9,1
2016-06;Transilien;R;Paris Sud Est;84,50;5,5
2016-06;Transilien;U;La Verrière - La Défense;91,00;10,1
2016-07;RER;A;RER A;73,00;2,7
2016-07;RER;B;RER B;87,80;7,2
2016-07;RER;C;RER C;86,40;6,4
2016-07;RER;D;RER D;85,80;6
2016-07;RER;E;RER E;89,90;8,9
2016-07;Transilien;H;Paris Nord Ouest;91,80;11,2
2016-07;Transilien;J;Paris Saint-Lazare Nord;87,20;6,8
2016-07;Transilien;K;Paris Nord Crépy;86,90;6,6
2016-07;Transilien;L;Paris Saint-Lazare Sud;87,60;7,1
2016-07;Transilien;N;Paris Montparnasse;94,70;17,9
2016-07;Transilien;P;Paris Est;86,40;6,4
2016-07;Transilien;R;Paris Sud Est;86,70;6,5
2016-07;Transilien;U;La Verrière - La Défense;96,50;27,6
2016-08;RER;A;RER A;82,30;4,6
2016-08;RER;B;RER B;93,19;13,7
2016-08;RER;C;RER C;90,30;9,3
2016-08;RER;D;RER D;89,80;8,8
2016-08;RER;E;RER E;92,70;12,7
2016-08;Transilien;H;Paris Nord Ouest;95,10;19,4
2016-08;Transilien;J;Paris Saint-Lazare Nord;86,30;6,3
2016-08;Transilien;K;Paris Nord Crépy;89,40;8,4
2016-08;Transilien;L;Paris Saint-Lazare Sud;87,80;7,2
2016-08;Transilien;N;Paris Montparnasse;92,00;11,5
2016-08;Transilien;P;Paris Est;87,60;7,1
2016-08;Transilien;R;Paris Sud Est;89,40;8,4
2016-08;Transilien;U;La Verrière - La Défense;93,20;13,7
2016-09;RER;A;RER A;70,90;2,4
2016-09;RER;B;RER B;87,80;7,2
2016-09;RER;C;RER C;88,60;7,8
2016-09;RER;D;RER D;85,80;6
2016-09;RER;E;RER E;94,40;16,9
2016-09;Transilien;H;Paris Nord Ouest;96,40;26,8
2016-09;Transilien;J;Paris Saint-Lazare Nord;92,10;11,7
2016-09;Transilien;K;Paris Nord Crépy;96,30;26
2016-09;Transilien;L;Paris Saint-Lazare Sud;90,70;9,8
2016-09;Transilien;N;Paris Montparnasse;90,80;9,9
2016-09;Transilien;P;Paris Est;93,00;13,3
2016-09;Transilien;R;Paris Sud Est;87,40;6,9
2016-09;Transilien;U;La Verrière - La Défense;92,40;12,2
2016-10;RER;A;RER A;70,60;2,4
2016-10;RER;B;RER B;83,70;5,1
2016-10;RER;C;RER C;89,20;8,3
2016-10;RER;D;RER D;84,90;5,6
2016-10;RER;E;RER E;93,00;13,3
2016-10;Transilien;H;Paris Nord Ouest;95,60;21,7
2016-10;Transilien;J;Paris Saint-Lazare Nord;90,70;9,8
2016-10;Transilien;K;Paris Nord Crépy;95,40;20,7
2016-10;Transilien;L;Paris Saint-Lazare Sud;88,20;7,5
2016-10;Transilien;N;Paris Montparnasse;93,70;14,9
2016-10;Transilien;P;Paris Est;90,70;9,8
2016-10;Transilien;R;Paris Sud Est;83,10;4,9
2016-10;Transilien;U;La Verrière - La Défense;94,60;17,5
2016-11;RER;A;RER A;65,90;1,9
2016-11;RER;B;RER B;82,00;4,6
2016-11;RER;C;RER C;86,40;6,4
2016-11;RER;D;RER D;83,40;5
2016-11;RER;E;RER E;93,00;13,3
2016-11;Transilien;H;Paris Nord Ouest;94,40;16,9
2016-11;Transilien;J;Paris Saint-Lazare Nord;86,40;6,4
2016-11;Transilien;K;Paris Nord Crépy;96,10;24,6
2016-11;Transilien;L;Paris Saint-Lazare Sud;86,00;6,1
2016-11;Transilien;N;Paris Montparnasse;86,20;6,2
2016-11;Transilien;P;Paris Est;87,70;7,1
2016-11;Transilien;R;Paris Sud Est;83,80;5,2
2016-11;Transilien;U;La Verrière - La Défense;93,30;13,9
2016-12;RER;A;RER A;66,70;2
2016-12;RER;B;RER B;81,70;4,5
2016-12;RER;C;RER C;87,70;7,1
2016-12;RER;D;RER D;80,80;4,2
2016-12;RER;E;RER E;94,00;15,7
2016-12;Transilien;H;Paris Nord Ouest;58,10;1,4
2016-12;Transilien;J;Paris Saint-Lazare Nord;88,50;7,7
2016-12;Transilien;K;Paris Nord Crépy;86,50;6,4
2016-12;Transilien;L;Paris Saint-Lazare Sud;89,50;8,5
2016-12;Transilien;N;Paris Montparnasse;90,10;9,1
2016-12;Transilien;P;Paris Est;90,70;9,8
2016-12;Transilien;R;Paris Sud Est;88,60;7,8
2016-12;Transilien;U;La Verrière - La Défense;94,50;17,2
2017-01;RER;A;RER A;68,25;2,1
2017-01;RER;B;RER B;87,80;7,2
2017-01;RER;C;RER C;87,30;6,9
2017-01;RER;D;RER D;85,20;5,8
2017-01;RER;E;RER E;92,30;12
2017-01;Transilien;H;Paris Nord Ouest;94,40;16,9
2017-01;Transilien;J;Paris Saint-Lazare Nord;88,80;7,9
2017-01;Transilien;K;Paris Nord Crépy;95,70;22,3
2017-01;Transilien;L;Paris Saint-Lazare Sud;87,00;6,7
2017-01;Transilien;N;Paris Montparnasse;86,60;6,5
2017-01;Transilien;P;Paris Est;89,60;8,6
2017-01;Transilien;R;Paris Sud Est;88,80;7,9
2017-01;Transilien;U;La Verrière - La Défense;95,20;19,8
2017-02;RER;A;RER A;69,35;2,3
2017-02;RER;B;RER B;89,80;8,8
2017-02;RER;C;RER C;83,40;5
2017-02;RER;D;RER D;87,00;6,7
2017-02;RER;E;RER E;93,00;13,3
2017-02;Transilien;H;Paris Nord Ouest;93,10;13,5
2017-02;Transilien;J;Paris Saint-Lazare Nord;92,50;12,3
2017-02;Transilien;K;Paris Nord Crépy;94,60;17,5
2017-02;Transilien;L;Paris Saint-Lazare Sud;90,10;9,1
2017-02;Transilien;N;Paris Montparnasse;89,90;8,9
2017-02;Transilien;P;Paris Est;91,80;11,2
2017-02;Transilien;R;Paris Sud Est;89,60;8,6
2017-02;Transilien;U;La Verrière - La Défense;95,50;21,2
2017-03;RER;A;RER A;71,00;2,4
2017-03;RER;B;RER B;83,80;5,2
2017-03;RER;C;RER C;89,50;8,5
2017-03;RER;D;RER D;82,90;4,8
2017-03;RER;E;RER E;94,20;16,2
2017-03;Transilien;H;Paris Nord Ouest;90,40;9,4
2017-03;Transilien;J;Paris Saint-Lazare Nord;92,80;12,9
2017-03;Transilien;K;Paris Nord Crépy;92,90;13,1
2017-03;Transilien;L;Paris Saint-Lazare Sud;90,10;9,1
2017-03;Transilien;N;Paris Montparnasse;93,40;14,2
2017-03;Transilien;P;Paris Est;93,20;13,7
2017-03;Transilien;R;Paris Sud Est;86,30;6,3
2017-03;Transilien;U;La Verrière - La Défense;94,80;18,2
2017-04;RER;A;RER A;73,90;2,8
2017-04;RER;B;RER B;84,20;5,3
2017-04;RER;C;RER C;85,90;6,1
2017-04;RER;D;RER D;86,30;6,3
2017-04;RER;E;RER E;93,50;14,4
2017-04;Transilien;H;Paris Nord Ouest;89,50;8,5
2017-04;Transilien;J;Paris Saint-Lazare Nord;92,40;12,2
2017-04;Transilien;K;Paris Nord Crépy;93,40;14,2
2017-04;Transilien;L;Paris Saint-Lazare Sud;92,30;12
2017-04;Transilien;N;Paris Montparnasse;93,90;15,4
2017-04;Transilien;P;Paris Est;94,40;16,9
2017-04;Transilien;R;Paris Sud Est;83,60;5,1
2017-04;Transilien;U;La Verrière - La Défense;94,80;18,2
2017-05;RER;A;RER A;70,89;2,4
2017-05;RER;B;RER B;82,26;4,6
2017-05;RER;C;RER C;86,67;6,5
2017-05;RER;D;RER D;87,03;6,7
2017-05;RER;E;RER E;91,69;11
2017-05;Transilien;H;Paris Nord Ouest;79,81;4
2017-05;Transilien;J;Paris Saint-Lazare Nord;90,62;9,7
2017-05;Transilien;K;Paris Nord Crépy;87,68;7,1
2017-05;Transilien;L;Paris Saint-Lazare Sud;88,92;8
2017-05;Transilien;N;Paris Montparnasse;89,22;8,3
2017-05;Transilien;P;Paris Est;91,44;10,7
2017-05;Transilien;R;Paris Sud Est;84,35;5,4
2017-05;Transilien;U;La Verrière - La Défense;89,27;8,3
2017-06;RER;A;RER A;69,95;2,3
2017-06;RER;B;RER B;88,54;7,7
2017-06;RER;C;RER C;85,01;5,7
2017-06;RER;D;RER D;82,96;4,9
2017-06;RER;E;RER E;86,62;6,5
2017-06;Transilien;H;Paris Nord Ouest;86,44;6,4
2017-06;Transilien;J;Paris Saint-Lazare Nord;89,88;8,9
2017-06;Transilien;K;Paris Nord Crépy;95,26;20,1
2017-06;Transilien;L;Paris Saint-Lazare Sud;86,84;6,6
2017-06;Transilien;N;Paris Montparnasse;90,03;9
2017-06;Transilien;P;Paris Est;82,04;4,6
2017-06;Transilien;R;Paris Sud Est;76,24;3,2
2017-06;Transilien;U;La Verrière - La Défense;91,71;11,1
2017-07;RER;A;RER A;70,84;2,4
2017-07;RER;B;RER B;88,59;7,8
2017-07;RER;C;RER C;89,41;8,4
2017-07;RER;D;RER D;83,50;5,1
2017-07;RER;E;RER E;88,33;7,6
2017-07;Transilien;H;Paris Nord Ouest;93,31;13,9
2017-07;Transilien;J;Paris Saint-Lazare Nord;91,21;10,4
2017-07;Transilien;K;Paris Nord Crépy;90,51;9,5
2017-07;Transilien;L;Paris Saint-Lazare Sud;89,26;8,3
2017-07;Transilien;N;Paris Montparnasse;88,01;7,3
2017-07;Transilien;P;Paris Est;87,23;6,8
2017-07;Transilien;R;Paris Sud Est;74,46;2,9
2017-07;Transilien;U;La Verrière - La Défense;92,59;12,5
2017-08;RER;A;RER A;88,09;7,4
2017-08;RER;B;RER B;93,20;13,7
2017-08;RER;C;RER C;93,80;15,1
2017-08;RER;D;RER D;91,00;10,1
2017-08;RER;E;RER E;94,50;17,2
2017-08;Transilien;H;Paris Nord Ouest;97,60;40,7
2017-08;Transilien;J;Paris Saint-Lazare Nord;91,40;10,6
2017-08;Transilien;K;Paris Nord Crépy;94,50;17,2
2017-08;Transilien;L;Paris Saint-Lazare Sud;92,50;12,3
2017-08;Transilien;N;Paris Montparnasse;92,00;11,5
2017-08;Transilien;P;Paris Est;92,20;11,8
2017-08;Transilien;R;Paris Sud Est;86,40;6,4
2017-08;Transilien;U;La Verrière - La Défense;96,10;24,6
2017-09;RER;A;RER A;72,90;2,7
2017-09;RER;B;RER B;87,30;6,9
2017-09;RER;C;RER C;92,30;12
2017-09;RER;D;RER D;85,30;5,8
2017-09;RER;E;RER E;95,00;19
2017-09;Transilien;H;Paris Nord Ouest;96,60;28,4
2017-09;Transilien;J;Paris Saint-Lazare Nord;89,90;8,9
2017-09;Transilien;K;Paris Nord Crépy;93,20;13,7
2017-09;Transilien;L;Paris Saint-Lazare Sud;88,10;7,4
2017-09;Transilien;N;Paris Montparnasse;90,70;9,8
2017-09;Transilien;P;Paris Est;93,80;15,1
2017-09;Transilien;R;Paris Sud Est;80,90;4,2
2017-09;Transilien;U;La Verrière - La Défense;93,00;13,3
2017-10;RER;A;RER A;69,90;2,3
2017-10;RER;B;RER B;79,70;3,9
2017-10;RER;C;RER C;89,40;8,4
2017-10;RER;D;RER D;83,00;4,9
2017-10;RER;E;RER E;91,80;11,2
2017-10;Transilien;H;Paris Nord Ouest;92,50;12,3
2017-10;Transilien;J;Paris Saint-Lazare Nord;90,20;9,2
2017-10;Transilien;K;Paris Nord Crépy;92,20;11,8
2017-10;Transilien;L;Paris Saint-Lazare Sud;86,40;6,4
2017-10;Transilien;N;Paris Montparnasse;90,40;9,4
2017-10;Transilien;P;Paris Est;86,70;6,5
2017-10;Transilien;R;Paris Sud Est;85,20;5,8
2017-10;Transilien;U;La Verrière - La Défense;92,10;11,7
2017-11;RER;A;RER A;71,02;2,5
2017-11;RER;B;RER B;83,30;5
2017-11;RER;C;RER C;85,80;6
2017-11;RER;D;RER D;79,20;3,8
2017-11;RER;E;RER E;92,00;11,5
2017-11;Transilien;H;Paris Nord Ouest;88,70;7,8
2017-11;Transilien;J;Paris Saint-Lazare Nord;87,40;6,9
2017-11;Transilien;K;Paris Nord Crépy;90,30;9,3
2017-11;Transilien;L;Paris Saint-Lazare Sud;83,10;4,9
2017-11;Transilien;N;Paris Montparnasse;86,20;6,2
2017-11;Transilien;P;Paris Est;89,70;8,7
2017-11;Transilien;R;Paris Sud Est;79,30;3,8
2017-11;Transilien;U;La Verrière - La Défense;89,10;8,2
2017-12;RER;A;RER A;77,10;3,4
2017-12;RER;B;RER B;84,30;5,4
2017-12;RER;C;RER C;88,70;7,8
2017-12;RER;D;RER D;84,00;5,3
2017-12;RER;E;RER E;94,00;15,7
2017-12;Transilien;H;Paris Nord Ouest;89,40;8,4
2017-12;Transilien;J;Paris Saint-Lazare Nord;85,80;6
2017-12;Transilien;K;Paris Nord Crépy;90,00;9
2017-12;Transilien;L;Paris Saint-Lazare Sud;86,30;6,3
2017-12;Transilien;N;Paris Montparnasse;86,00;6,1
2017-12;Transilien;P;Paris Est;91,50;10,8
2017-12;Transilien;R;Paris Sud Est;85,50;5,9
2017-12;Transilien;U;La Verrière - La Défense;91,40;10,6
2018-01;RER;A;RER A;79,60;3,9
2018-01;RER;B;RER B;88,50;7,7
2018-01;RER;C;RER C;88,10;7,4
2018-01;RER;D;RER D;84,90;5,6
2018-01;RER;E;RER E;93,60;14,6
2018-01;Transilien;H;Paris Nord Ouest;92,40;12,2
2018-01;Transilien;J;Paris Saint-Lazare Nord;92,20;11,8
2018-01;Transilien;K;Paris Nord Crépy;91,60;10,9
2018-01;Transilien;L;Paris Saint-Lazare Sud;89,80;8,8
2018-01;Transilien;N;Paris Montparnasse;90,50;9,5
2018-01;Transilien;P;Paris Est;90,80;9,9
2018-01;Transilien;R;Paris Sud Est;81,70;4,5
2018-01;Transilien;U;La Verrière - La Défense;91,40;10,6
2018-02;RER;A;RER A;77,40;3,4
2018-02;RER;B;RER B;79,80;4
2018-02;RER;C;RER C;82,90;4,8
2018-02;RER;D;RER D;80,40;4,1
2018-02;RER;E;RER E;81,50;4,4
2018-02;Transilien;H;Paris Nord Ouest;90,30;9,3
2018-02;Transilien;J;Paris Saint-Lazare Nord;84,10;5,3
2018-02;Transilien;K;Paris Nord Crépy;88,70;7,8
2018-02;Transilien;L;Paris Saint-Lazare Sud;84,90;5,6
2018-02;Transilien;N;Paris Montparnasse;82,70;4,8
2018-02;Transilien;P;Paris Est;76,30;3,2
2018-02;Transilien;R;Paris Sud Est;73,20;2,7
2018-02;Transilien;U;La Verrière - La Défense;86,30;6,3
2018-03;RER;A;RER A;81,30;4,3
2018-03;RER;B;RER B;86,40;6,4
2018-03;RER;C;RER C;90,50;9,5
2018-03;RER;D;RER D;82,20;4,6
2018-03;RER;E;RER E;93,00;13,3
2018-03;Transilien;H;Paris Nord Ouest;93,70;14,9
2018-03;Transilien;J;Paris Saint-Lazare Nord;88,20;7,5
2018-03;Transilien;K;Paris Nord Crépy;93,00;13,3
2018-03;Transilien;L;Paris Saint-Lazare Sud;89,80;8,8
2018-03;Transilien;N;Paris Montparnasse;89,50;8,5
2018-03;Transilien;P;Paris Est;91,50;10,8
2018-03;Transilien;R;Paris Sud Est;86,00;6,1
2018-03;Transilien;U;La Verrière - La Défense;92,70;12,7
2018-04;RER;A;RER A;80,80;4,2
2018-04;RER;B;RER B;87,40;6,9
2018-04;RER;C;RER C;94,50;17,2
2018-04;RER;D;RER D;90,50;9,5
2018-04;RER;E;RER E;94,40;16,9
2018-04;Transilien;H;Paris Nord Ouest;95,40;20,7
2018-04;Transilien;J;Paris Saint-Lazare Nord;94,40;16,9
2018-04;Transilien;K;Paris Nord Crépy;90,60;9,6
2018-04;Transilien;L;Paris Saint-Lazare Sud;96,10;24,6
2018-04;Transilien;N;Paris Montparnasse;91,20;10,4
2018-04;Transilien;P;Paris Est;95,30;20,3
2018-04;Transilien;R;Paris Sud Est;85,60;5,9
2018-04;Transilien;U;La Verrière - La Défense;92,90;13,1
2018-05;RER;A;RER A;82,20;4,6
2018-05;RER;B;RER B;86,80;6,6
2018-05;RER;C;RER C;94,10;15,9
2018-05;RER;D;RER D;85,40;5,8
2018-05;RER;E;RER E;95,60;21,7
2018-05;Transilien;H;Paris Nord Ouest;90,80;9,9
2018-05;Transilien;J;Paris Saint-Lazare Nord;92,30;12
2018-05;Transilien;K;Paris Nord Crépy;83,10;4,9
2018-05;Transilien;L;Paris Saint-Lazare Sud;91,50;10,8
2018-05;Transilien;N;Paris Montparnasse;92,10;11,7
2018-05;Transilien;P;Paris Est;87,20;6,8
2018-05;Transilien;R;Paris Sud Est;85,90;6,1
2018-05;Transilien;U;La Verrière - La Défense;94,40;16,9
2018-06;RER;A;RER A;80,00;4
2018-06;RER;B;RER B;87,40;6,9
2018-06;RER;C;RER C;88,70;7,8
2018-06;RER;D;RER D;84,40;5,4
2018-06;RER;E;RER E;92,90;13,1
2018-06;Transilien;H;Paris Nord Ouest;92,20;11,8
2018-06;Transilien;J;Paris Saint-Lazare Nord;94,00;15,7
2018-06;Transilien;K;Paris Nord Crépy;94,40;16,9
2018-06;Transilien;L;Paris Saint-Lazare Sud;89,90;8,9
2018-06;Transilien;N;Paris Montparnasse;89,60;8,6
2018-06;Transilien;P;Paris Est;82,80;4,8
2018-06;Transilien;R;Paris Sud Est;81,10;4,3
2018-06;Transilien;U;La Verrière - La Défense;92,40;12,2
2018-07;RER;A;RER A;78,50;3,7
2018-07;RER;B;RER B;85,90;6,1
2018-07;RER;C;RER C;88,90;8
2018-07;RER;D;RER D;81,30;4,3
2018-07;RER;E;RER E;90,20;9,2
2018-07;Transilien;H;Paris Nord Ouest;93,50;14,4
2018-07;Transilien;J;Paris Saint-Lazare Nord;89,40;8,4
2018-07;Transilien;K;Paris Nord Crépy;90,20;9,2
2018-07;Transilien;L;Paris Saint-Lazare Sud;89,30;8,3
2018-07;Transilien;N;Paris Montparnasse;79,00;3,8
2018-07;Transilien;P;Paris Est;88,20;7,5
2018-07;Transilien;R;Paris Sud Est;81,70;4,5
2018-07;Transilien;U;La Verrière - La Défense;85,30;5,8
2018-08;RER;A;RER A;91,80;11,2
2018-08;RER;B;RER B;89,00;8,1
2018-08;RER;C;RER C;92,40;12,2
2018-08;RER;D;RER D;88,00;7,3
2018-08;RER;E;RER E;94,70;17,9
2018-08;Transilien;H;Paris Nord Ouest;96,70;29,3
2018-08;Transilien;J;Paris Saint-Lazare Nord;93,30;13,9
2018-08;Transilien;K;Paris Nord Crépy;89,00;8,1
2018-08;Transilien;L;Paris Saint-Lazare Sud;95,90;23,4
2018-08;Transilien;N;Paris Montparnasse;82,10;4,6
2018-08;Transilien;P;Paris Est;93,30;13,9
2018-08;Transilien;R;Paris Sud Est;84,10;5,3
2018-08;Transilien;U;La Verrière - La Défense;90,80;9,9
2018-09;RER;A;RER A;82,20;4,6
2018-09;RER;B;RER B;87,00;6,7
2018-09;RER;C;RER C;90,00;9
2018-09;RER;D;RER D;84,50;5,5
2018-09;RER;E;RER E;94,40;16,9
2018-09;Transilien;H;Paris Nord Ouest;95,90;23,4
2018-09;Transilien;J;Paris Saint-Lazare Nord;87,80;7,2
2018-09;Transilien;K;Paris Nord Crépy;96,00;24
2018-09;Transilien;L;Paris Saint-Lazare Sud;90,70;9,8
2018-09;Transilien;N;Paris Montparnasse;91,10;10,2
2018-09;Transilien;P;Paris Est;91,80;11,2
2018-09;Transilien;R;Paris Sud Est;87,70;7,1
2018-09;Transilien;U;La Verrière - La Défense;93,60;14,6
2018-10;RER;A;RER A;80,85;4,2
2018-10;RER;B;RER B;84,72;5,5
2018-10;RER;C;RER C;90,40;9,4
2018-10;RER;D;RER D;83,50;5,1
2018-10;RER;E;RER E;90,20;9,2
2018-10;Transilien;H;Paris Nord Ouest;94,50;17,2
2018-10;Transilien;J;Paris Saint-Lazare Nord;88,30;7,5
2018-10;Transilien;K;Paris Nord Crépy;88,20;7,5
2018-10;Transilien;L;Paris Saint-Lazare Sud;91,60;10,9
2018-10;Transilien;N;Paris Montparnasse;90,80;9,9
2018-10;Transilien;P;Paris Est;86,40;6,4
2018-10;Transilien;R;Paris Sud Est;90,00;9
2018-10;Transilien;U;La Verrière - La Défense;95,00;19
2018-11;RER;A;RER A;83,13;4,9
2018-11;RER;B;RER B;79,03;3,8
2018-11;RER;C;RER C;83,50;5,1
2018-11;RER;D;RER D;77,40;3,4
2018-11;RER;E;RER E;93,40;14,2
2018-11;Transilien;H;Paris Nord Ouest;86,80;6,6
2018-11;Transilien;J;Paris Saint-Lazare Nord;88,60;7,8
2018-11;Transilien;K;Paris Nord Crépy;87,20;6,8
2018-11;Transilien;L;Paris Saint-Lazare Sud;88,20;7,5
2018-11;Transilien;N;Paris Montparnasse;87,60;7,1
2018-11;Transilien;P;Paris Est;86,60;6,5
2018-11;Transilien;R;Paris Sud Est;82,40;4,7
2018-11;Transilien;U;La Verrière - La Défense;90,40;9,4
2018-12;RER;A;RER A;84,20;5,3
2018-12;RER;B;RER B;85,60;5,9
2018-12;RER;C;RER C;87,30;6,9
2018-12;RER;D;RER D;87,00;6,7
2018-12;RER;E;RER E;93,60;14,6
2018-12;Transilien;H;Paris Nord Ouest;93,20;13,7
2018-12;Transilien;J;Paris Saint-Lazare Nord;88,50;7,7
2018-12;Transilien;K;Paris Nord Crépy;93,00;13,3
2018-12;Transilien;L;Paris Saint-Lazare Sud;92,10;11,7
2018-12;Transilien;N;Paris Montparnasse;86,00;6,1
2018-12;Transilien;P;Paris Est;87,80;7,2
2018-12;Transilien;R;Paris Sud Est;85,30;5,8
2018-12;Transilien;U;La Verrière - La Défense;91,60;10,9
2019-01;RER;A;RER A;85,00;5,7
2019-01;RER;B;RER B;83,90;5,2
2019-01;RER;C;RER C;88,10;7,4
2019-01;RER;D;RER D;84,00;5,3
2019-01;RER;E;RER E;92,00;11,5
2019-01;Transilien;H;Paris Nord Ouest;94,10;15,9
2019-01;Transilien;J;Paris Saint-Lazare Nord;90,00;9
2019-01;Transilien;K;Paris Nord Crépy;85,20;5,8
2019-01;Transilien;L;Paris Saint-Lazare Sud;91,70;11
2019-01;Transilien;N;Paris Montparnasse;87,10;6,8
2019-01;Transilien;P;Paris Est;85,20;5,8
2019-01;Transilien;R;Paris Sud Est;80,20;4,1
2019-01;Transilien;U;La Verrière - La Défense;92,90;13,1
2019-02;RER;A;RER A;86,90;6,6
2019-02;RER;B;RER B;84,50;5,5
2019-02;RER;C;RER C;85,67;6
2019-02;RER;D;RER D;85,57;5,9
2019-02;RER;E;RER E;93,05;13,4
2019-02;Transilien;H;Paris Nord Ouest;93,42;14,2
2019-02;Transilien;J;Paris Saint-Lazare Nord;91,76;11,1
2019-02;Transilien;K;Paris Nord Crépy;94,87;18,5
2019-02;Transilien;L;Paris Saint-Lazare Sud;95,11;19,5
2019-02;Transilien;N;Paris Montparnasse;92,88;13
2019-02;Transilien;P;Paris Est;86,51;6,4
2019-02;Transilien;R;Paris Sud Est;84,27;5,4
2019-02;Transilien;U;La Verrière - La Défense;96,54;27,9
2019-03;RER;A;RER A;88,30;7,5
2019-03;RER;B;RER B;89,00;8,1
2019-03;RER;C;RER C;91,66;11
2019-03;RER;D;RER D;89,51;8,5
2019-03;RER;E;RER E;95,29;20,2
2019-03;Transilien;H;Paris Nord Ouest;96,32;26,2
2019-03;Transilien;J;Paris Saint-Lazare Nord;91,71;11,1
2019-03;Transilien;K;Paris Nord Crépy;95,24;20
2019-03;Transilien;L;Paris Saint-Lazare Sud;93,82;15,2
2019-03;Transilien;N;Paris Montparnasse;93,06;13,4
2019-03;Transilien;P;Paris Est;90,75;9,8
2019-03;Transilien;R;Paris Sud Est;88,65;7,8
2019-03;Transilien;U;La Verrière - La Défense;95,95;23,7
2019-04;RER;A;RER A;89,40;8,4
2019-04;RER;B;RER B;87,70;7,1
2019-04;RER;C;RER C;90,91;10
2019-04;RER;D;RER D;87,09;6,7
2019-04;RER;E;RER E;90,88;10
2019-04;Transilien;H;Paris Nord Ouest;96,27;25,8
2019-04;Transilien;J;Paris Saint-Lazare Nord;91,84;11,3
2019-04;Transilien;K;Paris Nord Crépy;96,65;28,9
2019-04;Transilien;L;Paris Saint-Lazare Sud;93,57;14,5
2019-04;Transilien;N;Paris Montparnasse;94,44;17
2019-04;Transilien;P;Paris Est;90,18;9,2
2019-04;Transilien;R;Paris Sud Est;88,98;8,1
2019-04;Transilien;U;La Verrière - La Défense;97,07;33,1
2019-05;RER;A;RER A;88,54;7,7
2019-05;RER;B;RER B;89,25;8,3
2019-05;RER;C;RER C;90,96;10,1
2019-05;RER;D;RER D;87,43;7
2019-05;RER;E;RER E;95,91;23,5
2019-05;Transilien;H;Paris Nord Ouest;92,61;12,5
2019-05;Transilien;J;Paris Saint-Lazare Nord;91,96;11,4
2019-05;Transilien;K;Paris Nord Crépy;92,74;12,8
2019-05;Transilien;L;Paris Saint-Lazare Sud;91,80;11,2
2019-05;Transilien;N;Paris Montparnasse;94,10;15,9
2019-05;Transilien;P;Paris Est;91,62;10,9
2019-05;Transilien;R;Paris Sud Est;91,54;10,8
2019-05;Transilien;U;La Verrière - La Défense;93,95;15,5
2019-06;RER;A;RER A;86,69;6,5
2019-06;RER;B;RER B;84,57;5,5
2019-06;RER;C;RER C;86,09;6,2
2019-06;RER;D;RER D;86,27;6,3
2019-06;RER;E;RER E;91,03;10,1
2019-06;Transilien;H;Paris Nord Ouest;92,95;13,2
2019-06;Transilien;J;Paris Saint-Lazare Nord;86,19;6,2
2019-06;Transilien;K;Paris Nord Crépy;92,51;12,3
2019-06;Transilien;L;Paris Saint-Lazare Sud;92,12;11,7
